board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Tribe Wild Thing,https://thegoodride.com/snowboard-reviews/tribe-wild-thing-2017-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,Women's,None,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Good,Good,Good,Great,Great,Great,Good,Great,['2017'],womens,fnO5xmaaFHHeMqokmm27YvfXXh4=
Venture Oracle,https://thegoodride.com/snowboard-reviews/venture-oracle-2018-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,Women's,USA by Venture,Tapered Directional,Flat to Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,['2018'],womens,CPaKnTYTYl4XFGH3siwJF/Wt97s=
Venture Tempest,https://thegoodride.com/snowboard-reviews/venture-tempest-2018-snowboard-review,Liked it!,Freeride,Intermediate - Expert,Women's,USA by Venture,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Heavy,Excellent,Good,Average,Great,Great,Average,Average,Poor,Average,['2018'],womens,vqSfS8hujdXKjjMa/08HjpiheH0=
Weston Eclipse,https://thegoodride.com/snowboard-reviews/weston-eclipse-2021-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"Women's, 8-10, 10-12",China,Tapered Directional,Hybrid Camber,Setback -10mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,['2021'],womens,SovpqpeSmKrW6mhYXC0L8YY4Zhg=
Weston Rise,https://thegoodride.com/snowboard-reviews/weston-rise-2020-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Advanced,"Women's, 8-10, 10-12",None,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Great,Good,Good,Good,Great,Good,Great,Average,Good,['2020'],womens,ZDr0SwHiP6KuTUYIlWlvIjlHF8k=
Weston Riva,https://thegoodride.com/snowboard-reviews/weston-riva-2021-snowboard-review,Liked it!,Freeride,Intermediate - Advanced,"Women's, 8-10, 10-12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Great,Good,Average,Average,Poor,Average,['2021'],womens,k3AXLu5CfuLfe8zGYZIcJTavsIo=
Weston Spruce,https://thegoodride.com/snowboard-reviews/weston-spruce-2021-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Advanced,"Women's, 8-10, 10-12",China,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Great,Good,Good,['2021'],womens,4htjw9cg6nI9FGzPSGZehc1bofc=
Yes 420 Womens,https://thegoodride.com/snowboard-reviews/yes-420-womens-2021-snowboard-review,Loved it!,Powder,Intermediate - Expert,"Women's, 8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -15mm,Feels Light,Great,Great,Average,Good,Good,Average,Average,Average,Average,['2021'],womens,bRFEFZOQIODVXvKIJIiy+Z/TRBM=
YES Emoticon,https://thegoodride.com/snowboard-reviews/yes-emoticon-2015-2021-snowboard-review,Loved it!,All Mountain Freestyle,Beginner - Expert,Women's,Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,"['2015', '2021']",womens,g5Mm3ZDQ2YukubAocxDSmy+K4xQ=
YES Hel Yes,https://thegoodride.com/snowboard-reviews/yes-hel-yes-2014-2021-snowboard-review,Loved it!,All Mountain,Advanced - Expert,Women's,Dubai by SWS,Directional,Hybrid Camber,Setback -10mm,Feels Normal,Good,Great,Great,Great,Good,Good,Great,Average,Great,"['2014', '2021']",womens,eIJALkauDIkjHa3SlHriPd++rX0=
Yes Hello,https://thegoodride.com/snowboard-reviews/yes-hello-2021-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"Women's, 8-10",Dubai by SWS,Directional Twin,Hybrid Camber,Setback -10mm,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Average,Good,['2021'],womens,PXjHEgWfR5thyZ5nkD0v9beGf7g=
